gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,pass_through,truncated_by_depth,pagerank,betweenness,seed_neighbors
100000005382566100,consolidator,0.8846,20,0.8239,"получает от 7 плательщиков (393,066 KZT), отдаёт 1 (50,000 KZT)",0,True,7,1,393066.0,50000.0,0.12720510041570626,False,0.002113262052157117,4.6366363224578456e-05,6
100000005386383100,peripheral,0.15,20,0.2276,нет выраженных признаков роли,0,True,2,1,37500.0,29000.0,0.7733333333333333,False,0.0005243332756978227,5.171632821202981e-05,1
100000005392290100,peripheral,0.15,64,0.1904,нет выраженных признаков роли,0,True,0,1,0.0,81465.0,,False,0.00028556929421729154,0.0,0
100000005395727100,peripheral,0.25,3,0.2021,"слабый сток in_deg=1, 17,000 KZT (ниже порога terminal)",0,True,1,0,17000.0,0.0,0.0,False,0.00037120672995618085,0.0,0
100000005409680100,terminal,0.4455,4,0.3638,"деньги приходят (in_deg=2, 55,060 KZT) и не уходят; depth=0≠4",0,True,2,0,55060.0,0.0,0.0,False,0.0006335288187931628,0.0,0
100000005417257100,peripheral,0.15,20,0.2213,нет выраженных признаков роли,0,True,0,2,0.0,106000.0,,False,0.00028556929421729154,0.0,1
100000005454368100,terminal,0.4449,13,0.3581,"деньги приходят (in_deg=2, 48,600 KZT) и не уходят; depth=0≠4",0,True,2,0,48600.0,0.0,0.0,False,0.0003941929632081948,0.0,0
100000005480435100,peripheral,0.1,77,0.1842,нет рёбер в выгрузке (orphan),0,True,0,0,0.0,0.0,,False,0.00028556929421729154,0.0,0
100000005485830100,peripheral,0.15,38,0.1946,нет выраженных признаков роли,0,True,0,5,0.0,275885.0,,False,0.00028556929421729154,0.0,0
100000005493505100,terminal,0.4662,2,0.3963,"деньги приходят (in_deg=3, 62,020 KZT) и не уходят; depth=0≠4",0,True,3,0,62020.0,0.0,0.0,False,0.0006174200765778794,0.0,1
100000005495722100,peripheral,0.1,78,0.1842,нет рёбер в выгрузке (orphan),0,True,0,0,0.0,0.0,,False,0.00028556929421729154,0.0,0
100000005498992100,distributor,0.564,7,0.5686,"веер на 16 получателей (2,262,868 KZT), in_deg=0",0,True,0,16,0.0,2262868.0,,False,0.00028556929421729154,0.0,0
100000005519347100,peripheral,0.15,3,0.2588,нет выраженных признаков роли,0,True,2,1,73100.0,99000.0,1.3543091655266757,False,0.0005567200012967704,9.90734256935437e-07,2
100000005523088100,terminal,0.49,20,0.4254,"деньги приходят (in_deg=1, 700,000 KZT) и не уходят; depth=0≠4",0,True,1,0,700000.0,0.0,0.0,False,0.0017206377268585405,0.0,1
100000005543136100,peripheral,0.15,2,0.2201,нет выраженных признаков роли,0,True,0,1,0.0,10000.0,,False,0.00028556929421729154,0.0,1
100000005550592100,peripheral,0.1,79,0.1842,нет рёбер в выгрузке (orphan),0,True,0,0,0.0,0.0,,False,0.00028556929421729154,0.0,0
100000005560900100,peripheral,0.1,80,0.1842,нет рёбер в выгрузке (orphan),0,True,0,0,0.0,0.0,,False,0.00028556929421729154,0.0,0
100000005568407100,peripheral,0.1,81,0.1842,нет рёбер в выгрузке (orphan),0,True,0,0,0.0,0.0,,False,0.00028556929421729154,0.0,0
100000005668605100,terminal,0.4695,20,0.402,"деньги приходят (in_deg=3, 94,500 KZT) и не уходят; depth=0≠4",0,True,3,0,94500.0,0.0,0.0,False,0.0008383018688148942,0.0,1
100000005744674100,peripheral,0.15,20,0.2202,нет выраженных признаков роли,0,True,0,1,0.0,50066.0,,False,0.00028556929421729154,0.0,1
100000006232815100,peripheral,0.15,29,0.2025,нет выраженных признаков роли,0,True,1,5,160000.0,296500.0,1.853125,False,0.0005566536352336276,2.774055919419224e-06,0
100000006249740100,peripheral,0.15,45,0.1921,нет выраженных признаков роли,0,True,0,3,0.0,93007.0,,False,0.00028556929421729154,0.0,0
100000006831291100,peripheral,0.15,45,0.1901,нет выраженных признаков роли,0,True,0,1,0.0,15000.0,,False,0.00028556929421729154,0.0,0
100000006866783100,distributor,0.768,1,0.6674,"веер на 67 получателей (3,948,037 KZT), in_deg=13",0,True,13,67,838812.0,3948037.0,4.706700667133994,False,0.0008703719471294033,0.006433431970835954,0
100000007018630100,peripheral,0.15,60,0.1908,нет выраженных признаков роли,0,True,0,1,0.0,200000.0,,False,0.00028556929421729154,0.0,0
100000007747786100,distributor,0.624,5,0.5955,"веер на 31 получателей (4,238,009 KZT), in_deg=0",0,True,0,31,0.0,4238009.4,,False,0.00028556929421729154,0.0,0
100000007982728100,peripheral,0.15,5,0.2335,нет выраженных признаков роли,0,True,0,8,0.0,1804384.0,,False,0.00028556929421729154,0.0,1
100000008117324100,peripheral,0.1,82,0.1842,нет рёбер в выгрузке (orphan),0,True,0,0,0.0,0.0,,False,0.00028556929421729154,0.0,0
100000008205000100,peripheral,0.1,83,0.1842,нет рёбер в выгрузке (orphan),0,True,0,0,0.0,0.0,,False,0.00028556929421729154,0.0,0
100000008314203100,transit,0.7212,32,0.4977,"pass-through=0.86: in=382,076 → out=327,000 KZT",0,True,2,2,382076.0,327000.0,0.8558506684533967,False,0.000502990862402697,3.903492972325622e-05,2
100000008418835100,coordinator,0.96,51,0.7291,"связей с seed=2, betweenness=0.0003, in=1/out=4",0,True,1,4,1372000.0,186179.0,0.13569897959183674,False,0.0005285862410602093,0.00031663866851656567,2
100000008513251100,peripheral,0.1,84,0.1842,нет рёбер в выгрузке (orphan),0,True,0,0,0.0,0.0,,False,0.00028556929421729154,0.0,0
100000008516839100,terminal,0.4755,20,0.4082,"деньги приходят (in_deg=3, 155,000 KZT) и не уходят; depth=0≠4",0,True,3,0,155000.0,0.0,0.0,False,0.001069583861442998,0.0,1
100000008522127100,peripheral,0.15,12,0.1906,нет выраженных признаков роли,0,True,0,1,0.0,145000.0,,False,0.00028556929421729154,0.0,0
100000008571433100,peripheral,0.15,47,0.2313,нет выраженных признаков роли,0,True,2,2,350000.0,1434000.0,4.097142857142857,False,0.0016264807087207891,9.90734256935437e-07,0
100000008575624100,peripheral,0.15,42,0.1921,нет выраженных признаков роли,0,True,0,3,0.0,89500.0,,False,0.00028556929421729154,0.0,0
100000008601794100,peripheral,0.15,52,0.246,нет выраженных признаков роли,0,True,2,1,494400.0,871400.0,1.7625404530744337,False,0.002367779758018105,3.962937027741748e-07,0
100000008637537100,peripheral,0.15,32,0.2793,нет выраженных признаков роли,0,True,3,3,619890.0,2351495.0,3.793406894771653,False,0.00082873315343453,7.72772720409641e-05,2
100000008650785100,peripheral,0.15,3,0.2611,нет выраженных признаков роли,0,True,2,2,92000.0,120120.0,1.3056521739130436,False,0.0006125210138081822,2.437206272061175e-05,2
100000008654653100,peripheral,0.15,3,0.2202,нет выраженных признаков роли,0,True,0,1,0.0,54000.0,,False,0.00028556929421729154,0.0,1
100000008659445100,peripheral,0.15,39,0.2493,нет выраженных признаков роли,0,True,3,4,138490.0,875150.0,6.319228825185934,False,0.0024238038911821216,7.925874055483496e-07,0
100000008669037100,peripheral,0.1,85,0.1842,нет рёбер в выгрузке (orphan),0,True,0,0,0.0,0.0,,False,0.00028556929421729154,0.0,0
100000008673001100,peripheral,0.25,20,0.2346,"слабый сток in_deg=1, 80,000 KZT (ниже порога terminal)",0,True,1,0,80000.0,0.0,0.0,False,0.00046897831070251243,0.0,1
100000008680731100,distributor,0.608,10,0.579,"веер на 27 получателей (1,464,354 KZT), in_deg=0",0,True,0,27,0.0,1464354.0,,False,0.00028556929421729154,0.0,0
100000008701222100,peripheral,0.1,86,0.1842,нет рёбер в выгрузке (orphan),0,True,0,0,0.0,0.0,,False,0.00028556929421729154,0.0,0
100000008738325100,peripheral,0.15,20,0.2569,нет выраженных признаков роли,0,True,1,1,36550.0,54000.0,1.4774281805745555,False,0.0005285862410602093,1.981468513870874e-07,2
100000003134937100,peripheral,0.25,3,0.1301,"слабый сток in_deg=1, 10,286 KZT (ниже порога terminal)",1,False,1,0,10286.0,0.0,0.0,False,0.00028667522491586665,0.0,1
100000005074393100,coordinator,0.88,13,0.6064,"связей с seed=1, betweenness=0.0002, in=4/out=6",1,False,4,6,563026.0,685500.0,1.2175281425724567,False,0.0010600834163353955,0.00021697080226886072,1
100000001924185100,terminal,0.4551,8,0.3176,"деньги приходят (in_deg=2, 151,000 KZT) и не уходят; depth=1≠4",1,False,2,0,151000.0,0.0,0.0,False,0.0003102198760278659,0.0,2
100000004070318100,distributor,0.576,1,0.5601,"веер на 19 получателей (551,860 KZT), in_deg=4",1,False,4,19,207246.55,551860.0,2.662818753798314,False,0.0003141223476175561,0.006168311483680031,3
100000005807278100,peripheral,0.25,38,0.1302,"слабый сток in_deg=1, 8,385 KZT (ниже порога terminal)",1,False,1,0,8385.0,0.0,0.0,False,0.00029295533223776336,0.0,1
100000003377795100,peripheral,0.25,5,0.1301,"слабый сток in_deg=1, 7,000 KZT (ниже порога terminal)",1,False,1,0,7000.0,0.0,0.0,False,0.0002859706898885471,0.0,1
100000004330371100,coordinator,0.88,3,0.6022,"связей с seed=1, betweenness=0.0003, in=2/out=2",1,False,2,2,264171.0,90681.0,0.3432662934235779,False,0.0012542719301566099,0.00033467003199279065,1
100000008165763100,distributor,0.568,2,0.5278,"веер на 17 получателей (1,267,858 KZT), in_deg=15",1,False,15,17,1165815.0,1267858.0,1.087529324978663,False,0.0009102399259160818,0.0004217555731774155,1
100000001684867100,peripheral,0.25,3,0.1302,"слабый сток in_deg=1, 30,550 KZT (ниже порога terminal)",1,False,1,0,30550.0,0.0,0.0,False,0.0002888539707525308,0.0,1
100000003900547100,peripheral,0.25,3,0.1302,"слабый сток in_deg=1, 23,700 KZT (ниже порога terminal)",1,False,1,0,23700.0,0.0,0.0,False,0.0002881174720858732,0.0,1
100000006656003100,peripheral,0.15,0,0.1211,нет выраженных признаков роли,1,False,1,1,20000.0,9000.0,0.45,False,0.0002897670599476747,0.0,1
100000008237827100,peripheral,0.25,2,0.1304,"слабый сток in_deg=1, 40,001 KZT (ниже порога terminal)",1,False,1,0,40001.0,0.0,0.0,False,0.0002935789518042112,0.0,1
100000003014659100,terminal,0.448,8,0.287,"деньги приходят (in_deg=1, 280,000 KZT) и не уходят; depth=1≠4",1,False,1,0,280000.0,0.0,0.0,False,0.00032803694338806014,0.0,1
100000007939160100,peripheral,0.15,40,0.134,нет выраженных признаков роли,1,False,1,2,795000.0,14300.0,0.017987421383647798,False,0.0006653456234025188,3.962937027741748e-07,1
100000007274584100,peripheral,0.25,2,0.1304,"слабый сток in_deg=1, 38,000 KZT (ниже порога terminal)",1,False,1,0,38000.0,0.0,0.0,False,0.00029317827870025315,0.0,1
100000001524952100,terminal,0.4304,1,0.2839,"деньги приходят (in_deg=1, 103,807 KZT) и не уходят; depth=1≠4",1,False,1,0,103807.0,0.0,0.0,False,0.000305048929310362,0.0,1
100000003131693100,terminal,0.4553,2,0.2887,"деньги приходят (in_deg=1, 353,277 KZT) и не уходят; depth=1≠4",1,False,1,0,353277.0,0.0,0.0,False,0.0003563082208274816,0.0,1
100000008383405100,peripheral,0.25,25,0.1306,"слабый сток in_deg=1, 25,000 KZT (ниже порога terminal)",1,False,1,0,25000.0,0.0,0.0,False,0.0003060252661737661,0.0,1
100000008736173100,peripheral,0.25,0,0.1303,"слабый сток in_deg=1, 31,060 KZT (ниже порога terminal)",1,False,1,0,31060.0,0.0,0.0,False,0.00029208842439657666,0.0,1
100000002861485100,peripheral,0.25,3,0.1302,"слабый сток in_deg=1, 29,323 KZT (ниже порога terminal)",1,False,1,0,29323.0,0.0,0.0,False,0.0002887220461008536,0.0,1
100000008745474100,peripheral,0.25,0,0.1304,"слабый сток in_deg=1, 40,559 KZT (ниже порога terminal)",1,False,1,0,40559.0,0.0,0.0,False,0.00029408215323022217,0.0,1
100000008691330100,peripheral,0.25,0,0.1302,"слабый сток in_deg=1, 21,440 KZT (ниже порога terminal)",1,False,1,0,21440.0,0.0,0.0,False,0.00029006929908026235,0.0,1
100000007639767100,distributor,0.54,2,0.5192,"веер на 10 получателей (822,244 KZT), in_deg=4",1,False,4,10,90913.0,822244.0,9.044295095310902,False,0.00030144003922722264,0.007963323810395656,2
100000002921047100,peripheral,0.15,5,0.1245,нет выраженных признаков роли,1,False,2,1,338000.0,163000.02,0.48224857988165676,False,0.0003170480938744791,2.159800680119253e-05,1
100000004783447100,peripheral,0.25,0,0.1303,"слабый сток in_deg=1, 26,200 KZT (ниже порога terminal)",1,False,1,0,26200.0,0.0,0.0,False,0.0002910683673240935,0.0,1
100000008696919100,peripheral,0.25,0,0.1303,"слабый сток in_deg=1, 31,945 KZT (ниже порога terminal)",1,False,1,0,31945.0,0.0,0.0,False,0.0002922741755301461,0.0,1
100000008736940100,peripheral,0.15,39,0.1766,нет выраженных признаков роли,1,False,3,3,451090.0,182100.0,0.40368884258130305,False,0.002414156749076463,7.925874055483496e-07,1
100000005940652100,peripheral,0.25,32,0.1301,"слабый сток in_deg=1, 8,395 KZT (ниже порога terminal)",1,False,1,0,8395.0,0.0,0.0,False,0.0002880883622154847,0.0,1
100000004180097100,coordinator,0.88,1,0.5937,"связей с seed=1, betweenness=0.0004, in=3/out=3",1,False,3,3,104854.0,47800.0,0.4558719743643542,False,0.0008565318930578589,0.0003521069549148543,1
100000005539201100,peripheral,0.15,3,0.1213,нет выраженных признаков роли,1,False,1,1,45504.0,25000.0,0.5494022503516175,False,0.00029046179572496833,4.1016398237127094e-05,1
100000005620225100,terminal,0.445,1,0.2858,"деньги приходят (in_deg=2, 49,846 KZT) и не уходят; depth=1≠4",1,False,2,0,49845.66,0.0,0.0,False,0.00029623624314500165,0.0,1
100000004388353100,terminal,0.4463,8,0.287,"деньги приходят (in_deg=2, 62,960 KZT) и не уходят; depth=1≠4",1,False,2,0,62960.0,0.0,0.0,False,0.0003407590740791645,0.0,1
100000007442518100,consolidator,0.575,28,0.5626,"аккумулирует от 5 источников (510,000 KZT), далее out_deg=9",1,False,5,9,510000.0,4419999.0,8.666664705882352,False,0.0006487732246506232,0.0002530335292213106,1
100000000267734100,peripheral,0.15,5,0.1346,нет выраженных признаков роли,1,False,2,7,180000.0,282000.0,1.5666666666666667,False,0.0005373190777888436,3.5666433249675733e-06,1
100000001987030100,peripheral,0.15,3,0.1221,нет выраженных признаков роли,1,False,2,1,30864.0,19000.0,0.6156039398652151,False,0.00029387275355437117,5.706629319948117e-05,1
100000002603478100,peripheral,0.25,10,0.1302,"слабый сток in_deg=1, 23,500 KZT (ниже порога terminal)",1,False,1,0,23500.0,0.0,0.0,False,0.00028946923798144183,0.0,1
100000001380054100,peripheral,0.15,29,0.1355,нет выраженных признаков роли,1,False,2,3,127050.0,360000.0,2.833530106257379,False,0.0007164305424822372,2.774055919419224e-06,1
100000002992171100,peripheral,0.25,0,0.1301,"слабый сток in_deg=1, 14,627 KZT (ниже порога terminal)",1,False,1,0,14627.0,0.0,0.0,False,0.00028863933018420727,0.0,1
100000002781227100,transit,0.7278,12,0.4105,"pass-through=1.11: in=191,168 → out=212,420 KZT",1,False,2,3,191167.62,212420.0,1.1111714421092862,False,0.0023265921896669546,0.00013295653728073565,1
100000008745643100,peripheral,0.25,0,0.1302,"слабый сток in_deg=1, 20,313 KZT (ниже порога terminal)",1,False,1,0,20313.0,0.0,0.0,False,0.0002898327549813552,0.0,1
100000002836736100,terminal,0.4909,5,0.296,"деньги приходят (in_deg=2, 509,000 KZT) и не уходят; depth=1≠4",1,False,2,0,509000.0,0.0,0.0,False,0.00045179005468890665,0.0,1
100000004188160100,coordinator,0.88,3,0.5818,"связей с seed=1, betweenness=0.0024, in=2/out=5",1,False,2,5,87862.0,133846.0,1.5233661878855478,False,0.00029682740213491873,0.002416797146368305,1
100000004841728100,peripheral,0.25,0,0.1305,"слабый сток in_deg=1, 52,208 KZT (ниже порога terminal)",1,False,1,0,52208.0,0.0,0.0,False,0.00029652714187988386,0.0,1
100000001554432100,peripheral,0.25,2,0.1305,"слабый сток in_deg=1, 53,920 KZT (ниже порога terminal)",1,False,1,0,53920.0,0.0,0.0,False,0.0002963660427257465,0.0,1
100000008768896100,peripheral,0.25,0,0.1304,"слабый сток in_deg=1, 47,060 KZT (ниже порога terminal)",1,False,1,0,47060.0,0.0,0.0,False,0.0002954466369808832,0.0,1
100000008232832100,peripheral,0.15,32,0.1277,нет выраженных признаков роли,1,False,1,1,337000.0,138000.0,0.4094955489614243,False,0.0004942271899045282,0.0,1
100000002864256100,terminal,0.4336,2,0.2846,"деньги приходят (in_deg=1, 135,780 KZT) и не уходят; depth=1≠4",1,False,1,0,135780.0,0.0,0.0,False,0.00031275739719351586,0.0,1
100000001929088100,terminal,0.4796,5,0.3212,"деньги приходят (in_deg=2, 396,010 KZT) и не уходят; depth=1≠4",1,False,2,0,396010.0,0.0,0.0,False,0.0003175873990634132,0.0,2
100000002794197100,peripheral,0.25,5,0.1302,"слабый сток in_deg=1, 30,100 KZT (ниже порога terminal)",1,False,1,0,30100.0,0.0,0.0,False,0.00028729529560369047,0.0,1
100000005669845100,peripheral,0.25,29,0.1308,"слабый сток in_deg=1, 20,000 KZT (ниже порога terminal)",1,False,1,0,20000.0,0.0,0.0,False,0.00031753584489255926,0.0,1
100000002211413100,peripheral,0.25,0,0.1304,"слабый сток in_deg=1, 37,000 KZT (ниже порога terminal)",1,False,1,0,37000.0,0.0,0.0,False,0.0002933351608185004,0.0,1
100000002784085100,terminal,0.44,7,0.2854,"деньги приходят (in_deg=1, 200,000 KZT) и не уходят; depth=1≠4",1,False,1,0,200000.0,0.0,0.0,False,0.00030704796171737703,0.0,1
100000008782421100,peripheral,0.25,0,0.1305,"слабый сток in_deg=1, 49,680 KZT (ниже порога terminal)",1,False,1,0,49680.0,0.0,0.0,False,0.0002959965442915634,0.0,1
100000003739818100,peripheral,0.25,2,0.1305,"слабый сток in_deg=1, 57,293 KZT (ниже порога terminal)",1,False,1,0,57293.0,0.0,0.0,False,0.0002970414402168262,0.0,1
100000002214570100,peripheral,0.25,0,0.1303,"слабый сток in_deg=1, 26,471 KZT (ниже порога terminal)",1,False,1,0,26471.0,0.0,0.0,False,0.00029112524704974025,0.0,1
100000006443391100,peripheral,0.15,7,0.1738,нет выраженных признаков роли,1,False,3,2,86775.93,60041.71000000001,0.6919166409394865,False,0.00241950775350154,1.1888811083225246e-06,1
100000005473151100,coordinator,0.88,9,0.5909,"связей с seed=1, betweenness=0.0002, in=3/out=4",1,False,3,4,1220000.0,225000.0,0.18442622950819673,False,0.0004682674337196526,0.0002407484244353112,1
100000005124479100,peripheral,0.15,1,0.1236,нет выраженных признаков роли,1,False,2,2,137753.0,22000.0,0.15970614070110994,False,0.00030323005398092,4.755524433290098e-05,1
100000005527892100,coordinator,0.88,16,0.5878,"связей с seed=1, betweenness=0.0002, in=3/out=8",1,False,3,8,220001.0,552419.0,2.510984040981632,False,0.00031243167214621147,0.00023500216574508568,1
100000008028628100,peripheral,0.25,0,0.1305,"слабый сток in_deg=1, 57,224 KZT (ниже порога terminal)",1,False,1,0,57224.0,0.0,0.0,False,0.00029757994152506393,0.0,1
100000001953577100,peripheral,0.25,0,0.1302,"слабый сток in_deg=1, 15,600 KZT (ниже порога terminal)",1,False,1,0,15600.0,0.0,0.0,False,0.0002888435514869904,0.0,1
100000008193577100,peripheral,0.15,39,0.15,нет выраженных признаков роли,1,False,2,5,154300.0,480180.0,3.1119896305897603,False,0.0012389478209868774,1.981468513870874e-06,1
100000008753193100,peripheral,0.25,0,0.1303,"слабый сток in_deg=1, 35,225 KZT (ниже порога terminal)",1,False,1,0,35225.0,0.0,0.0,False,0.00029296260910992896,0.0,1
100000008746025100,peripheral,0.25,0,0.1302,"слабый сток in_deg=1, 22,000 KZT (ниже порога terminal)",1,False,1,0,22000.0,0.0,0.0,False,0.00029018683652071305,0.0,1
100000002934441100,terminal,0.4461,1,0.2861,"деньги приходят (in_deg=2, 60,846 KZT) и не уходят; depth=1≠4",1,False,2,0,60845.6,0.0,0.0,False,0.0003024813010750062,0.0,1
100000003701161100,coordinator,0.88,23,0.6203,"связей с seed=1, betweenness=0.0002, in=4/out=3",1,False,4,3,1527103.0,349000.0,0.22853730232996727,False,0.0016488161626324815,0.00021300786524111896,1
100000006707582100,distributor,0.556,8,0.4984,"веер на 14 получателей (961,138 KZT), in_deg=2",1,False,2,14,39520.0,961138.0,24.320293522267207,False,0.0005380556485142959,0.0006118774770833259,1
100000003239379100,peripheral,0.25,10,0.1308,"слабый сток in_deg=1, 92,500 KZT (ниже порога terminal)",1,False,1,0,92500.0,0.0,0.0,False,0.0003009201366932023,0.0,1
100000000979923100,peripheral,0.25,8,0.1308,"слабый сток in_deg=1, 97,900 KZT (ниже порога terminal)",1,False,1,0,97900.0,0.0,0.0,False,0.00030041780440949955,0.0,1
100000001111763100,peripheral,0.25,0,0.1302,"слабый сток in_deg=1, 17,144 KZT (ниже порога terminal)",1,False,1,0,17144.0,0.0,0.0,False,0.00028916761900137604,0.0,1
100000003865939100,peripheral,0.25,64,0.136,"слабый сток in_deg=1, 81,465 KZT (ниже порога terminal)",1,False,1,0,81465.0,0.0,0.0,False,0.0005285862410602093,0.0,1
100000002858835100,peripheral,0.25,0,0.1302,"слабый сток in_deg=1, 24,400 KZT (ниже порога terminal)",1,False,1,0,24400.0,0.0,0.0,False,0.00029069056840835903,0.0,1
100000003404627100,terminal,0.5678,32,0.3285,"деньги приходят (in_deg=4, 877,700 KZT) и не уходят; depth=1≠4",1,False,4,0,877700.0,0.0,0.0,False,0.0013785777125656837,0.0,1
100000008691027100,peripheral,0.25,0,0.1302,"слабый сток in_deg=1, 17,534 KZT (ниже порога terminal)",1,False,1,0,17534.0,0.0,0.0,False,0.0002892494754331185,0.0,1
