gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,retention,ext_inflow,seed_payers,seed_reach2,pagerank,betweenness,component_id,component_size,fast_share,sync_in_max,truncated_by_depth
100000000490383100,peripheral,0.5,4,0.3,"Явное правило роли не сработало: 3 плательщиков и 8 получателей; входящий поток 62,6 тыс. KZT.",2,False,3,8,62600.0,461375.0,3,9,7.37020766773163,-6.37020766773163,398775.0,0,1,0.0005480373500605439,5.1650279261567445e-05,0,1877,0.01083717149823896,1,False
100000000500040100,boundary,0.5,0,0.2466229240806643,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,20000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.00030605044673656407,0.0,0,1877,,1,True
100000000507799100,peripheral,0.5,38,0.27791759620403317,"Явное правило роли не сработало: 1 плательщиков и 1 получателей; входящий поток 5,1 тыс. KZT.",1,False,1,1,5132.0,8000.0,1,1,1.558846453624318,-0.5588464536243181,2868.0,1,1,0.0002861210768679897,0.00011532146750728487,0,1877,0.0,1,False
100000000533217100,terminal,0.9,0,0.37524095492289444,"Признаки удержания: осталось 100% входящего потока (53,6 тыс. KZT от 1 плательщиков); колено 2.",2,False,1,0,53587.0,0.0,1,0,0.0,1.0,0.0,0,1,0.0006536029907362595,0.0,0,1877,,1,False
100000000534581100,peripheral,0.5,6,0.3,Явное правило роли не сработало: 2 плательщиков и 1 получателей; входящий поток 56 тыс. KZT.,3,False,2,1,55960.0,40000.0,2,1,0.7147962830593281,0.2852037169406719,0.0,0,0,0.0002984533219886514,1.922024458454748e-05,0,1877,0.0,1,False
100000000542087100,boundary,0.5,36,0.1759823546856465,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,8506.91,0.0,1,0,0.0,1.0,0.0,0,0,0.0002864146027372091,0.0,0,1877,,1,True
100000000552584100,terminal,0.6839,24,0.45414071767497033,"Признаки удержания: осталось 98% входящего потока (2,5 млн KZT от 1 плательщиков); колено 3.",3,False,1,1,2500000.0,57500.0,3,1,0.023,0.977,0.0,0,0,0.0013254360037725057,0.0,0,1877,0.0,1,False
100000000555721100,terminal,0.9,0,0.4998776690391459,Признаки удержания: осталось 100% входящего потока (113 тыс. KZT от 2 плательщиков); колено 1.,1,False,2,0,113000.0,0.0,3,0,0.0,1.0,0.0,1,1,0.00030809196179581376,0.0,0,1877,,2,False
100000000557536100,boundary,0.5,36,0.3,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,153000.0,0.0,7,0,0.0,1.0,0.0,0,0,0.00030077248827335636,0.0,0,1877,,1,True
100000000560751100,terminal,0.7,13,0.29871367141162514,Признаки удержания: осталось 100% входящего потока (25 тыс. KZT от 1 плательщиков); колено 3.,3,False,1,0,25000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0005524500973404968,0.0,0,1877,,1,False
100000000561160100,boundary,0.5,3,0.3,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,240000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.00043625462329844033,0.0,0,1877,,1,True
100000000569479100,terminal,0.7,0,0.3891940984578885,Признаки удержания: осталось 100% входящего потока (320 тыс. KZT от 1 плательщиков); колено 3.,3,False,1,0,320000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0003949532398197791,0.0,0,1877,,1,False
100000000572276100,peripheral,0.5,1,0.2938383860023725,"Явное правило роли не сработало: 1 плательщиков и 1 получателей; входящий поток 13,1 тыс. KZT.",3,False,1,1,13075.0,34547.0,1,1,2.6422179732313578,-1.6422179732313578,21472.0,0,0,0.00028761001118010675,1.387027959709612e-06,3,270,0.0,1,False
100000000580561100,peripheral,0.5,44,0.3,Явное правило роли не сработало: 2 плательщиков и 3 получателей; входящий поток 28 тыс. KZT. Входящие извне выборки не наблюдаются.,0,True,2,3,27980.0,1488077.0,3,13,53.183595425303785,-52.183595425303785,1460097.0,0,1,0.0008349888856684654,1.1888811083225246e-06,4,6,0.5712070007130008,1,False
100000000581662100,boundary,0.5,9,0.24791295966785293,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,21160.0,0.0,1,0,0.0,1.0,0.0,0,0,0.00030291662853066217,0.0,0,1877,,1,True
100000000581682100,boundary,0.5,28,0.18425637603795966,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,5000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0002908621872233397,0.0,0,1877,,1,True
100000000583220100,peripheral,0.5,67,0.3,Явное правило роли не сработало: 1 плательщиков и 1 получателей; входящий поток 5 тыс. KZT.,3,False,1,1,5000.0,761255.0,1,4,152.251,-151.251,756255.0,0,0,0.0002981132552282115,1.9616538287321655e-05,0,1877,0.052544810871521366,1,False
100000000594783100,terminal,0.6595,24,0.6262566725978648,"Признаки удержания: осталось 94% входящего потока (2,6 млн KZT от 1 плательщиков); колено 3.",3,False,1,2,2635000.0,152500.0,10,2,0.05787476280834915,0.9421252371916509,0.0,0,0,0.0013815888060884876,0.0,0,1877,1.0,1,False
100000000596954100,peripheral,0.5,3,0.3,Явное правило роли не сработало: 1 плательщиков и 2 получателей; входящий поток 120 тыс. KZT.,2,False,1,2,120000.0,48100.0,1,2,0.4008333333333333,0.5991666666666666,0.0,0,1,0.0005156144546495897,4.834783173844933e-05,0,1877,1.0,1,False
100000000600707100,boundary,0.5,37,0.3,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,89000.0,0.0,2,0,0.0,1.0,0.0,0,0,0.0005701602511841814,0.0,0,1877,,1,True
100000000607731100,peripheral,0.5,29,0.3,Явное правило роли не сработало: 1 плательщиков и 1 получателей; входящий поток 20 тыс. KZT.,1,False,1,1,20000.0,66666.0,1,1,3.3333,-2.3333,46666.0,1,1,0.0003175358448925586,5.944405541612623e-07,5,13,0.0,1,False
100000000607941100,peripheral,0.5,4,0.3,Явное правило роли не сработало: 2 плательщиков и 1 получателей; входящий поток 50 тыс. KZT.,2,False,2,1,50000.0,70000.0,3,4,1.4,-0.3999999999999999,20000.0,0,1,0.0005785720589504693,5.7660733753642434e-05,0,1877,0.2857142857142857,1,False
100000000608031100,boundary,0.5,16,0.3,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,30000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0005386366709608575,0.0,0,1877,,1,True
100000000611474100,terminal,0.7,23,0.3149058422301305,Признаки удержания: осталось 100% входящего потока (32 тыс. KZT от 1 плательщиков); колено 3.,3,False,1,0,32000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0005956216679556007,0.0,0,1877,,1,False
100000000625169100,terminal,0.9,1,0.223483837485172,Признаки удержания: осталось 100% входящего потока (10 тыс. KZT от 1 плательщиков); колено 2.,2,False,1,0,10000.0,0.0,1,0,0.0,1.0,0.0,0,1,0.00028896566732328953,0.0,3,270,,1,False
100000000627521100,boundary,0.5,39,0.17153395610913402,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,6500.0,0.0,1,0,0.0,1.0,0.0,0,0,0.00028609897888673294,0.0,0,1877,,1,True
100000000629812100,terminal,0.9,55,0.4133118327402135,Признаки удержания: осталось 100% входящего потока (22 тыс. KZT от 2 плательщиков); колено 2.,2,False,2,0,22000.0,0.0,2,0,0.0,1.0,0.0,0,2,0.0002979840074392023,0.0,0,1877,,1,False
100000000634341100,boundary,0.5,0,0.29648947212336896,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,24000.0,0.0,2,0,0.0,1.0,0.0,0,0,0.00055493827193886,0.0,0,1877,,1,True
100000000640800100,peripheral,0.5,6,0.3,Явное правило роли не сработало: 1 плательщиков и 4 получателей; входящий поток 80 тыс. KZT.,3,False,1,4,80000.0,518135.0,1,6,6.4766875,-5.4766875,438135.0,0,0,0.00030324034248046286,0.00014517495482809593,0,1877,0.031096142897121405,1,False
100000000646541100,terminal,0.9,0,0.4535994958481613,"Признаки удержания: осталось 100% входящего потока (25,3 тыс. KZT от 3 плательщиков); колено 2.",2,False,3,0,25300.0,0.0,4,0,0.0,1.0,0.0,0,1,0.0005058630830440055,0.0,0,1877,,1,False
100000000655469100,boundary,0.5,22,0.2639716785290629,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,20000.0,0.0,2,0,0.0,1.0,0.0,0,0,0.00034543115072670856,0.0,0,1877,,1,True
100000000656682100,transit,0.6831,0,0.4647878706998814,"Признаки транзита: получено 71 тыс., отправлено 80 тыс. KZT; передано дальше 113% входящего потока. 0% исходящих сумм попали в окно 2 дней после входящего.",3,False,1,2,71000.0,80000.0,1,3,1.1267605633802817,-0.12676056338028174,9000.0,0,0,0.0002895680118780556,3.844048916909496e-05,0,1877,0.0,1,False
100000000661131100,terminal,0.7,1,0.1994476571767497,"Признаки удержания: осталось 100% входящего потока (15,6 тыс. KZT от 1 плательщиков); колено 3.",3,False,1,0,15600.0,0.0,1,0,0.0,1.0,0.0,0,0,0.00028800410757254345,0.0,3,270,,1,False
100000000661912100,consolidator,0.6667,6,0.7269288008567807,"Признаки сбора: 5 плательщиков, из них seed: 1; входящий поток 393 тыс. KZT.",1,False,5,2,393036.0,430700.0,9,8,1.0958283719557496,-0.09582837195574956,37664.0,1,1,0.0017491597591117627,0.0013336905452072923,0,1877,0.75156721615974,2,False
100000000667713100,peripheral,0.5,4,0.3,"Явное правило роли не сработало: 2 плательщиков и 6 получателей; входящий поток 119,5 тыс. KZT.",1,False,2,6,119495.0,79236.0,10,7,0.663090505878907,0.33690949412109295,0.0,1,1,0.00032010597213203194,0.00013967625368757418,0,1877,0.4726386995809985,1,False
100000000673868100,terminal,0.568,30,0.6908531982011281,Признаки удержания: осталось 81% входящего потока (2 млн KZT от 1 плательщиков); колено 3.,3,False,1,5,2030650.0,383000.0,5,19,0.18860955851574618,0.8113904414842539,0.0,0,0,0.0011728050936714379,4.1016398237127094e-05,0,1877,0.762402088772846,1,False
100000000673915100,boundary,0.5,36,0.211525059311981,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,20200.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0002875765133018172,0.0,0,1877,,1,True
100000000703894100,peripheral,0.5,29,0.3,Явное правило роли не сработало: 1 плательщиков и 1 получателей; входящий поток 120 тыс. KZT.,1,False,1,1,120000.0,35000.0,1,1,0.2916666666666667,0.7083333333333333,0.0,1,1,0.00047736859826889746,5.944405541612623e-07,5,13,0.0,1,False
100000000703902100,terminal,0.9,1,0.26852387307236064,"Признаки удержания: осталось 100% входящего потока (25,5 тыс. KZT от 1 плательщиков); колено 1.",1,False,1,0,25499.0,0.0,1,0,0.0,1.0,0.0,1,1,0.00029092123563524295,0.0,3,270,,1,False
100000000704700100,boundary,0.5,25,0.2585446322657177,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,10000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.000533255171856773,0.0,6,17,,1,True
100000000706545100,consolidator,0.6,4,0.6562018090154211,"Признаки сбора: 3 плательщиков, из них seed: 1; входящий поток 1,1 млн KZT.",1,False,3,1,1070300.0,75800.0,8,3,0.07082126506586939,0.9291787349341306,0.0,1,1,0.0032266260404967403,1.9616538287321655e-05,0,1877,0.0,1,False
100000000718427100,terminal,0.9,1,0.20869291221826808,Признаки удержания: осталось 100% входящего потока (6 тыс. KZT от 1 плательщиков); колено 2.,2,False,1,0,6000.0,0.0,1,0,0.0,1.0,0.0,0,1,0.00028760711808089006,0.0,3,270,,1,False
100000000723383100,peripheral,0.5,22,0.3,"Явное правило роли не сработало: 1 плательщиков и 2 получателей; входящий поток 6,8 тыс. KZT.",2,False,1,2,6800.0,75000.0,1,2,11.029411764705882,-10.029411764705882,68200.0,0,1,0.0003893195549175227,0.0002389651027728274,0,1877,0.0,1,False
100000000724540100,peripheral,0.5,20,0.3,Явное правило роли не сработало: 1 плательщиков и 1 получателей; входящий поток 50 тыс. KZT.,2,False,1,1,50000.0,100000.0,1,1,2.0,-1.0,50000.0,0,1,0.00030963471226613077,1.981468513870874e-05,0,1877,0.0,1,False
100000000733373100,terminal,0.9,4,0.2578032325029656,"Признаки удержания: осталось 100% входящего потока (10,7 тыс. KZT от 1 плательщиков); колено 2.",2,False,1,0,10710.0,0.0,1,0,0.0,1.0,0.0,0,1,0.00030578139777600477,0.0,0,1877,,1,False
100000000733451100,peripheral,0.5,13,0.3,Явное правило роли не сработало: 1 плательщиков и 1 получателей; входящий поток 70 тыс. KZT.,3,False,1,1,70000.0,300000.0,2,1,4.285714285714286,-3.2857142857142856,230000.0,0,0,0.0005412616148555033,2.4570209571998837e-05,0,1877,0.0,1,False
100000000733940100,boundary,0.5,31,0.3,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,752000.0,0.0,2,0,0.0,1.0,0.0,0,0,0.0004111852101832481,0.0,0,1877,,1,True
100000000737152100,boundary,0.5,0,0.2915517497034401,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,35000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0003445071691804117,0.0,0,1877,,1,True
100000000749118100,peripheral,0.5,0,0.2655644383155397,"Явное правило роли не сработало: 1 плательщиков и 1 получателей; входящий поток 10,3 тыс. KZT.",3,False,1,1,10330.0,16500.0,1,1,1.5972894482090998,-0.5972894482090998,6170.0,0,0,0.00028615107947694863,1.922024458454748e-05,0,1877,0.0,1,False
100000000764836100,terminal,0.561,6,0.5496774911032029,"Признаки удержания: осталось 80% входящего потока (251,7 тыс. KZT от 1 плательщиков); колено 3.",3,False,1,2,251716.0,50000.0,1,2,0.1986365586613485,0.8013634413386514,0.0,0,0,0.00033678317937202955,3.844048916909496e-05,0,1877,0.5,1,False
100000000765628100,terminal,0.9,4,0.24957369513641753,Признаки удержания: осталось 100% входящего потока (5 тыс. KZT от 1 плательщиков); колено 2.,2,False,1,0,5000.0,0.0,1,0,0.0,1.0,0.0,0,1,0.0003154241694621746,0.0,0,1877,,1,False
100000000769919100,terminal,0.9,61,0.43667333926453145,Признаки удержания: осталось 100% входящего потока (250 тыс. KZT от 1 плательщиков); колено 2.,2,False,1,0,250000.0,0.0,1,0,0.0,1.0,0.0,0,1,0.0007354469638244256,0.0,7,3,,1,False
100000000782285100,terminal,0.7,0,0.2232688315539739,"Признаки удержания: осталось 100% входящего потока (6,2 тыс. KZT от 1 плательщиков); колено 3.",3,False,1,0,6151.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0003196030120468737,0.0,0,1877,,1,False
100000000783406100,terminal,0.7,35,0.18668075326215897,"Признаки удержания: осталось 100% входящего потока (6,1 тыс. KZT от 1 плательщиков); колено 3.",3,False,1,0,6066.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0002901959794883712,0.0,0,1877,,1,False
100000000785800100,transit,1.0,56,0.3974681198102017,"Признаки транзита: получено 19 тыс., отправлено 19 тыс. KZT; передано дальше 100% входящего потока. 100% исходящих сумм попали в окно 2 дней после входящего.",2,False,1,1,19000.0,19000.0,1,1,1.0,0.0,0.0,0,1,0.0003566979785631403,0.0,8,4,1.0,1,False
100000000790311100,terminal,0.9,15,0.31354166666666666,"Признаки удержания: осталось 100% входящего потока (46,3 тыс. KZT от 1 плательщиков); колено 2.",2,False,1,0,46300.0,0.0,1,0,0.0,1.0,0.0,0,1,0.000300299219066313,0.0,0,1877,,1,False
100000000791285100,peripheral,0.5,27,0.3,"Явное правило роли не сработало: 1 плательщиков и 3 получателей; входящий поток 1,1 млн KZT.",3,False,1,3,1120000.0,650000.0,2,3,0.5803571428571429,0.4196428571428571,0.0,0,0,0.0005664343010128593,3.883678287186913e-05,0,1877,0.9538461538461539,1,False
100000000795033100,terminal,0.9,0,0.3133637307236061,"Признаки удержания: осталось 100% входящего потока (18,2 тыс. KZT от 1 плательщиков); колено 2.",2,False,1,0,18200.0,0.0,1,0,0.0,1.0,0.0,0,1,0.0005330176535576377,0.0,0,1877,,1,False
100000000795129100,terminal,0.9,15,0.42257191577698694,Признаки удержания: осталось 100% входящего потока (332 тыс. KZT от 1 плательщиков); колено 2.,2,False,1,0,332000.0,0.0,1,0,0.0,1.0,0.0,0,1,0.0003911920814716179,0.0,0,1877,,1,False
100000000795374100,terminal,0.7,6,0.2785846678529063,Признаки удержания: осталось 100% входящего потока (50 тыс. KZT от 1 плательщиков); колено 3.,3,False,1,0,50000.0,0.0,1,0,0.0,1.0,0.0,0,0,0.00029574224412010574,0.0,0,1877,,1,False
100000000802149100,terminal,0.7,0,0.30921189205219457,"Признаки удержания: осталось 100% входящего потока (104,1 тыс. KZT от 1 плательщиков); колено 3.",3,False,1,0,104128.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0002948035998809035,0.0,0,1877,,1,False
100000000803368100,boundary,0.5,14,0.3,"Граница выгрузки: колено 4; исходящие здесь не собирались, вывод об удержании невозможен.",4,False,1,0,139503.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0005481144591336169,0.0,0,1877,,1,True
